intake_index,animal_id,name,datetime,monthyear,found_location,intake_type,intake_condition,animal_type,sex_upon_intake,age_upon_intake,breed,color,los,outcome_index,outcome_animal_id,outcome_name,outcome_datetime,outcome_monthyear,outcome_date_of_birth,outcome_type,outcome_subtype,outcome_animal_type,sex_upon_outcome,age_upon_outcome,outcome_breed,outcome_color,days_old,species
10,A683656,,07/13/2014 01:20:00 PM,07/13/2014 01:20:00 PM,8238 Research Blvd in Austin (TX),Stray,Normal,Kitten,Intact Male,2 months,Snowshoe Mix,Lynx Point,4,10368,A683656,,07/17/2014 04:57:00 PM,07/17/2014 04:57:00 PM,04/13/2014,Adoption,,Cat,Neutered Male,3 months,Snowshoe Mix,Lynx Point,91,Cat
11,A709749,*Janeane,08/12/2015 06:29:00 PM,08/12/2015 06:29:00 PM,4800 Weletka Dr in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico,40,36765,A709749,*Janeane,09/22/2015 12:49:00 PM,09/22/2015 12:49:00 PM,08/12/2014,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Calico,365,Cat
12,A773634,Augie,06/03/2018 03:26:00 PM,06/03/2018 03:26:00 PM,Braker And Ih35 in Austin (TX),Stray,Normal,Dog,Intact Male,10 years,Dachshund Mix,Red,1,18068,A773634,Augie,06/05/2018 11:39:00 AM,06/05/2018 11:39:00 AM,06/05/2008,Return to Owner,,Dog,Intact Male,10 years,Dachshund Mix,Red,3650,Dog
13,A692161,George,11/15/2014 03:18:00 PM,11/15/2014 03:18:00 PM,Avenue G/42Nd in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Pit Bull Mix,Brown/White,6,30923,A692161,George,11/21/2014 06:55:00 PM,11/21/2014 06:55:00 PM,06/15/2014,Adoption,,Dog,Neutered Male,5 months,Pit Bull Mix,Brown/White,153,Dog
14,A733551,*Phillip,08/23/2016 02:35:00 PM,08/23/2016 02:35:00 PM,183 And Cameron in Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,8,41962,A733551,*Phillip,09/01/2016 12:00:00 AM,09/01/2016 12:00:00 AM,06/23/2016,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,61,Cat
15,A756485,,08/20/2017 03:07:00 PM,08/20/2017 03:07:00 PM,1020 Grove Blvd in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby,4,87548,A756485,,08/24/2017 05:34:00 PM,08/24/2017 05:34:00 PM,06/20/2017,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby,61,Cat
16,A732960,*Alexis,08/15/2016 03:08:00 PM,08/15/2016 03:08:00 PM,6808 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Kitten,Intact Female,2 months,Domestic Shorthair Mix,Calico,4,26460,A732960,*Alexis,08/19/2016 06:27:00 PM,08/19/2016 06:27:00 PM,06/14/2016,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico,62,Cat
17,A720597,*Franklin,02/12/2016 02:35:00 PM,02/12/2016 02:35:00 PM,8413 Danville Dr in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull Mix,Blue,7,2030,A720597,*Franklin,02/19/2016 04:20:00 PM,02/19/2016 04:20:00 PM,02/12/2014,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,Blue,730,Dog
18,A782291,,10/13/2018 10:59:00 AM,10/13/2018 10:59:00 AM,127 North Webberville Road in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever Mix,Yellow,4,47578,A782291,,10/17/2018 04:13:00 PM,10/17/2018 04:13:00 PM,10/13/2016,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Yellow,730,Dog
19,A749535,*Bongo,05/16/2017 11:29:00 AM,05/16/2017 11:29:00 AM,6607 S Ih 35 Frontage Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Border Collie Mix,Black/White,10,5881,A749535,*Bongo,05/26/2017 07:03:00 PM,05/26/2017 07:03:00 PM,05/16/2015,Adoption,,Dog,Neutered Male,2 years,Border Collie Mix,Black/White,731,Dog
20,A671219,,01/21/2014 11:19:00 AM,01/21/2014 11:19:00 AM,11602 Gunsmoke Circle in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Siamese Mix,Flame Point,0,67132,A671219,,01/21/2014 03:13:00 PM,01/21/2014 03:13:00 PM,01/21/2013,Transfer,SCRP,Cat,Intact Male,1 year,Siamese Mix,Flame Point,365,Cat
21,A695601,,01/18/2015 06:18:00 PM,01/18/2015 06:18:00 PM,2940 Eckert St in Austin (TX),Wildlife,Sick,Other,Unknown,6 months,Opossum Mix,Gray,0,22479,A695601,,01/18/2015 06:33:00 PM,01/18/2015 06:33:00 PM,07/18/2014,Euthanasia,Medical,Other,Unknown,6 months,Opossum Mix,Gray,184,Other
22,A782085,Luna,10/10/2018 01:21:00 PM,10/10/2018 01:21:00 PM,6405 South Ih 35 Frontage Road in Austin (TX),Stray,Normal,Puppy,Intact Female,1 month,Black Mouth Cur Mix,Brown/Black,4,6711,A782085,Luna,10/14/2018 05:02:00 PM,10/14/2018 05:02:00 PM,08/10/2018,Adoption,,Dog,Spayed Female,2 months,Black Mouth Cur Mix,Brown/Black,61,Dog
23,A711377,Ruso,09/06/2015 09:26:00 AM,09/06/2015 09:26:00 AM,Los Arbolos Neighborhood in Austin (TX),Stray,Normal,Puppy,Intact Male,3 months,Anatol Shepherd Mix,Brown/Tan,1,29954,A711377,Ruso,09/07/2015 06:47:00 PM,09/07/2015 06:47:00 PM,05/22/2015,Return to Owner,,Dog,Neutered Male,3 months,Anatol Shepherd Mix,Brown/Tan,107,Dog
24,A664571,,10/05/2013 01:43:00 PM,10/05/2013 01:43:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie,5,89304,A664571,,10/10/2013 02:07:00 PM,10/10/2013 02:07:00 PM,10/05/2011,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Torbie,731,Cat
25,A727402,Babaji,05/21/2016 04:30:00 PM,05/21/2016 04:30:00 PM,Mopac & W Slaughter Ln in Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,23,26924,A727402,Babaji,06/14/2016 04:18:00 PM,06/14/2016 04:18:00 PM,04/09/2016,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,42,Cat
26,A763217,*Milton,12/05/2017 01:51:00 PM,12/05/2017 01:51:00 PM,5002 Nuckols Crossing Road in Austin (TX),Stray,Normal,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black/Brown Brindle,6,29035,A763217,*Milton,12/11/2017 04:54:00 PM,12/11/2017 04:54:00 PM,04/05/2017,Adoption,,Dog,Neutered Male,8 months,Labrador Retriever Mix,Black/Brown Brindle,244,Dog
27,A715806,*Samantha,11/10/2015 12:49:00 PM,11/10/2015 12:49:00 PM,1506 Thorneridge Road in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Boxer/Labrador Retriever,Black,43,36494,A715806,*Samantha,12/23/2015 05:04:00 PM,12/23/2015 05:04:00 PM,11/10/2013,Adoption,,Dog,Spayed Female,2 years,Boxer/Labrador Retriever,Black,730,Dog
28,A724944,Cameron,04/23/2016 11:28:00 AM,04/23/2016 11:28:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,0,23176,A724944,Cameron,04/23/2016 04:48:00 PM,04/23/2016 04:48:00 PM,04/23/2015,Adoption,,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Brown Tabby/White,366,Cat
29,A749579,*Jacob,05/16/2017 05:19:00 PM,05/16/2017 05:19:00 PM,5305 Bolm Rd in Austin (TX),Stray,Normal,Kitten,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby,1,24743,A749579,*Jacob,05/18/2017 03:36:00 PM,05/18/2017 03:36:00 PM,04/25/2017,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Blue Tabby,21,Cat
30,A714255,,10/20/2015 12:14:00 PM,10/20/2015 12:14:00 PM,1830 W Rundberg Ln in Austin (TX),Stray,Nursing,Kitten,Intact Male,1 weeks,Domestic Shorthair Mix,Black,0,78998,A714255,,10/20/2015 05:15:00 PM,10/20/2015 05:15:00 PM,10/07/2015,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Black,13,Cat
31,A759224,Lola,09/29/2017 11:31:00 AM,09/29/2017 11:31:00 AM,View Point Drive And Nuckols Crossing in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Dachshund Mix,Blue/White,4,61194,A759224,Lola,10/03/2017 05:59:00 PM,10/03/2017 05:59:00 PM,11/29/2016,Adoption,,Dog,Spayed Female,10 months,Dachshund Mix,Blue/White,304,Dog
32,A671448,Xander,01/24/2014 02:54:00 PM,01/24/2014 02:54:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Pekingese Mix,Brown/White,10,56584,A671448,Xander,02/04/2014 11:11:00 AM,02/04/2014 11:11:00 AM,01/24/2011,Return to Owner,,Dog,Neutered Male,3 years,Pekingese Mix,Brown/White,1096,Dog
33,A729190,*Messi,06/14/2016 02:42:00 PM,06/14/2016 02:42:00 PM,Johnny Morris in Austin (TX),Stray,Normal,Kitten,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,34,67636,A729190,*Messi,07/18/2016 05:50:00 PM,07/18/2016 05:50:00 PM,05/14/2016,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,31,Cat
34,A673275,Prince,02/21/2014 12:22:00 PM,02/21/2014 12:22:00 PM,9308 N Lamar in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Blue Tiger/White,26,54221,A673275,Prince,03/19/2014 03:17:00 PM,03/19/2014 03:17:00 PM,02/21/2011,Euthanasia,Aggressive,Dog,Intact Male,3 years,Pit Bull Mix,Blue Tiger/White,1096,Dog
35,A761131,*Mary,10/29/2017 05:48:00 PM,10/29/2017 05:48:00 PM,6506 Decker Lane in Austin (TX),Stray,Normal,Puppy,Intact Female,3 weeks,Pit Bull Mix,Black/White,4,15896,A761131,*Mary,11/03/2017 09:27:00 AM,11/03/2017 09:27:00 AM,10/02/2017,Transfer,Partner,Dog,Intact Female,4 weeks,Pit Bull Mix,Black/White,27,Dog
36,A755135,*Minnie,07/29/2017 02:28:00 PM,07/29/2017 02:28:00 PM,Highway 183 in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Catahoula Mix,Chocolate/White,4,32476,A755135,*Minnie,08/02/2017 07:25:00 PM,08/02/2017 07:25:00 PM,09/29/2016,Adoption,,Dog,Spayed Female,10 months,Catahoula Mix,Chocolate/White,303,Dog
37,A742653,Lilly,01/25/2017 03:22:00 PM,01/25/2017 03:22:00 PM,Bratton Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Brown/Black,0,13406,A742653,Lilly,01/25/2017 04:51:00 PM,01/25/2017 04:51:00 PM,01/25/2016,Return to Owner,,Dog,Spayed Female,1 year,Yorkshire Terrier Mix,Brown/Black,366,Dog
38,A559625,Rico,07/13/2017 03:18:00 PM,07/13/2017 03:18:00 PM,Old Manchaca Rd & Drew Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White,0,47045,A559625,Rico,07/13/2017 06:43:00 PM,07/13/2017 06:43:00 PM,08/26/2009,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White,2878,Dog
39,A737776,,11/04/2016 12:09:00 PM,11/04/2016 12:09:00 PM,Patricia St And Pamela St in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Yorkshire Terrier Mix,Black/Brown,4,49531,A737776,,11/08/2016 06:16:00 PM,11/08/2016 06:16:00 PM,01/04/2016,Adoption,,Dog,Spayed Female,10 months,Yorkshire Terrier Mix,Black/Brown,305,Dog
40,A683041,,07/06/2014 12:37:00 PM,07/06/2014 12:37:00 PM,1128 Spur in Austin (TX),Stray,Normal,Kitten,Intact Female,3 weeks,Domestic Shorthair Mix,Black,0,59243,A683041,,07/06/2014 01:48:00 PM,07/06/2014 01:48:00 PM,06/14/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,22,Cat
41,A678576,Han Solo,05/10/2014 01:27:00 PM,05/10/2014 01:27:00 PM,Ih 35 And Riverside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Miniature Pinscher,Black/Tan,6,53814,A678576,Han Solo,05/17/2014 08:32:00 AM,05/17/2014 08:32:00 AM,05/10/2012,Transfer,Partner,Dog,Intact Male,2 years,Miniature Pinscher,Black/Tan,730,Dog
42,A758853,Buggs,09/23/2017 09:23:00 AM,09/23/2017 09:23:00 AM,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,White/Tan,21,17572,A758853,Buggs,10/14/2017 05:40:00 PM,10/14/2017 05:40:00 PM,03/23/2015,Return to Owner,,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,White/Tan,915,Dog
43,A768476,*Fialla,03/20/2018 10:57:00 AM,03/20/2018 10:57:00 AM,22718 Big Sandy Drive in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Smooth Fox Terrier Mix,White/Tricolor,7,90756,A768476,*Fialla,03/27/2018 02:16:00 PM,03/27/2018 02:16:00 PM,03/20/2016,Transfer,Partner,Dog,Intact Female,2 years,Smooth Fox Terrier Mix,White/Tricolor,730,Dog
44,A656923,June,11/01/2015 01:52:00 PM,11/01/2015 01:52:00 PM,12505 Rampart St in Austin (TX),Stray,Normal,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White,0,3879,A656923,June,11/01/2015 02:55:00 PM,11/01/2015 02:55:00 PM,06/20/2012,Return to Owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Black/White,1229,Dog
45,A776610,Ruby,07/16/2018 03:33:00 PM,07/16/2018 03:33:00 PM,815 W Slaughter Ln in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby,6,24340,A776610,Ruby,07/22/2018 04:46:00 PM,07/22/2018 04:46:00 PM,05/16/2018,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby,61,Cat
46,A751501,,06/09/2017 08:06:00 AM,06/09/2017 08:06:00 AM,Us 290 & Blue Goose in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Pit Bull Mix,Fawn/White,0,70914,A751501,,06/09/2017 02:31:00 PM,06/09/2017 02:31:00 PM,06/09/2016,Transfer,Partner,Dog,Intact Male,1 year,Pit Bull Mix,Fawn/White,365,Dog
47,A752501,,06/23/2017 11:00:00 AM,06/23/2017 11:00:00 AM,1735 Rutland Dr in Austin (TX),Stray,Normal,Kitten,Intact Female,1 week,Domestic Shorthair Mix,Brown Tabby,3,32536,A752501,,06/26/2017 04:05:00 PM,06/26/2017 04:05:00 PM,06/16/2017,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Brown Tabby,7,Cat
48,A741843,Thomas,01/10/2017 09:18:00 AM,01/10/2017 09:18:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,7 months,Domestic Shorthair Mix,Orange Tabby,151,80847,A741843,Thomas,06/10/2017 03:21:00 PM,06/10/2017 03:21:00 PM,05/13/2016,Euthanasia,Suffering,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Orange Tabby,242,Cat
49,A743830,Tank,02/17/2017 06:49:00 PM,02/17/2017 06:49:00 PM,4502 Hudson Bend Rd in Travis (TX),Stray,Normal,Dog,Intact Male,9 years,Queensland Heeler Mix,Blue Tick,0,44168,A743830,Tank,02/18/2017 01:54:00 PM,02/18/2017 01:54:00 PM,02/18/2008,Return to Owner,,Dog,Intact Male,9 years,Queensland Heeler Mix,Blue Tick,3287,Dog
50,A689363,Kitty,10/02/2014 05:18:00 PM,10/02/2014 05:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Bruss Griffon Mix,Tan,1,34249,A689363,Kitty,10/03/2014 07:05:00 PM,10/03/2014 07:05:00 PM,10/02/2010,Adoption,,Dog,Spayed Female,4 years,Bruss Griffon Mix,Tan,1461,Dog
51,A733763,,08/26/2016 04:12:00 PM,08/26/2016 04:12:00 PM,609 W Lynn St #1 in Austin (TX),Wildlife,Normal,Other,Unknown,1 year,Raccoon Mix,Gray,1,37508,A733763,,08/28/2016 09:03:00 AM,08/28/2016 09:03:00 AM,08/26/2015,Euthanasia,Rabies Risk,Other,Unknown,1 year,Raccoon Mix,Gray,366,Other
52,A703167,*Chai,05/21/2015 11:02:00 AM,05/21/2015 11:02:00 AM,704 Hyde Park Ct in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,4,54463,A703167,*Chai,05/25/2015 03:38:00 PM,05/25/2015 03:38:00 PM,05/21/2014,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black,365,Cat
53,A677624,*Claire,04/27/2014 11:23:00 AM,04/27/2014 11:23:00 AM,13096 N 183 in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair Mix,Black,55,61318,A677624,*Claire,06/21/2014 02:51:00 PM,06/21/2014 02:51:00 PM,03/22/2014,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black,36,Cat
54,A663489,Precious,12/17/2014 02:21:00 PM,12/17/2014 02:21:00 PM,Garland Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor,1,74455,A663489,Precious,12/18/2014 02:33:00 PM,12/18/2014 02:33:00 PM,03/19/2012,Return to Owner,,Dog,Spayed Female,2 years,Chihuahua Shorthair/Rat Terrier,Tricolor,1003,Dog
55,A768015,Rocco,03/11/2018 12:14:00 PM,03/11/2018 12:14:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Yorkshire Terrier Mix,Gold/Brown,1,2955,A768015,Rocco,03/13/2018 11:34:00 AM,03/13/2018 11:34:00 AM,03/11/2015,Transfer,Partner,Dog,Neutered Male,3 years,Yorkshire Terrier Mix,Gold/Brown,1096,Dog
56,A714680,,10/26/2015 05:37:00 PM,10/26/2015 05:37:00 PM,Austin (TX),Owner Surrender,Normal,Other,Unknown,6 months,Hamster Mix,Gray/White,0,32343,A714680,,10/27/2015 02:55:00 PM,10/27/2015 02:55:00 PM,04/26/2015,Transfer,Partner,Other,Unknown,6 months,Hamster Mix,Gray/White,183,Other
57,A667415,Phoebe,11/17/2013 05:03:00 PM,11/17/2013 05:03:00 PM,2203 Singletree Ave in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Maltese/Miniature Poodle,White,1,14767,A667415,Phoebe,11/19/2013 02:28:00 PM,11/19/2013 02:28:00 PM,11/18/2008,Return to Owner,,Dog,Spayed Female,5 years,Maltese/Miniature Poodle,White,1825,Dog
58,A699075,,03/22/2015 10:56:00 AM,03/22/2015 10:56:00 AM,E 9Th And San Saba in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,0,85339,A699075,,03/23/2015 09:00:00 AM,03/23/2015 09:00:00 AM,03/22/2014,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Black,365,Cat
59,A667225,,11/14/2013 04:41:00 PM,11/14/2013 04:41:00 PM,11417 Trails End in Travis (TX),Stray,Injured,Dog,Intact Female,9 years,Siberian Husky Mix,Gray,0,51123,A667225,,11/15/2013 10:17:00 AM,11/15/2013 10:17:00 AM,11/14/2004,Euthanasia,Suffering,Dog,Intact Female,9 years,Siberian Husky Mix,Gray,3287,Dog
60,A777688,*Rook,08/01/2018 01:11:00 PM,08/01/2018 01:11:00 PM,15010 Fm 1825 in Pflugerville (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Blue/White,13,77770,A777688,*Rook,08/14/2018 06:48:00 PM,08/14/2018 06:48:00 PM,08/01/2017,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Blue/White,365,Dog
61,A754906,,07/26/2017 01:50:00 PM,07/26/2017 01:50:00 PM,1400 East 51St in Austin (TX),Stray,Normal,Kitten,Intact Male,1 month,Domestic Longhair Mix,Blue Tabby,4,64872,A754906,,07/30/2017 10:47:00 PM,07/30/2017 10:47:00 PM,05/31/2017,Adoption,,Cat,Neutered Male,1 month,Domestic Longhair Mix,Blue Tabby,56,Cat
62,A722486,,03/17/2016 02:41:00 PM,03/17/2016 02:41:00 PM,Crownspoint Dr & Mosswood Cir in Austin (TX),Wildlife,Injured,Other,Unknown,1 year,Opossum Mix,Gray/White,0,42749,A722486,,03/17/2016 03:01:00 PM,03/17/2016 03:01:00 PM,03/17/2015,Euthanasia,Suffering,Other,Unknown,1 year,Opossum Mix,Gray/White,366,Other
63,A666823,*Sadie,11/07/2013 03:35:00 PM,11/07/2013 03:35:00 PM,7607 Glen Hill Cove in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,German Shepherd Mix,Sable,6,72288,A666823,*Sadie,11/13/2013 04:51:00 PM,11/13/2013 04:51:00 PM,11/07/2010,Adoption,,Dog,Spayed Female,3 years,German Shepherd Mix,Sable,1096,Dog
64,A745938,*Sully,03/26/2017 04:17:00 PM,03/26/2017 04:17:00 PM,Newcastle Dr And Susses Dr in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,Brown,63,28644,A745938,*Sully,05/28/2017 06:56:00 PM,05/28/2017 06:56:00 PM,03/26/2016,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Brown,365,Dog
65,A741209,*Girly,05/17/2017 11:26:00 AM,05/17/2017 11:26:00 AM,21034 Cameron in Manor (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull Mix,White,11,75159,A741209,*Girly,05/28/2017 01:22:00 PM,05/28/2017 01:22:00 PM,12/29/2015,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,White,505,Dog
66,A642379,Tj,03/25/2014 04:57:00 PM,03/25/2014 04:57:00 PM,2202 Galway St in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Red,8,24486,A642379,Tj,04/03/2014 03:28:00 PM,04/03/2014 03:28:00 PM,09/08/2012,Adoption,,Dog,Neutered Male,1 year,Rottweiler Mix,Black/Red,563,Dog
67,A574488,Nikko,01/13/2016 12:45:00 PM,01/13/2016 12:45:00 PM,Austin (TX),Public Assist,Normal,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White,9,35324,A574488,Nikko,01/22/2016 04:50:00 PM,01/22/2016 04:50:00 PM,11/24/2008,Return to Owner,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White,2606,Dog
68,A767442,Lady Jasmine,03/01/2018 10:50:00 AM,03/01/2018 10:50:00 AM,Leander (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Seal Point,30,17069,A767442,Lady Jasmine,03/31/2018 05:26:00 PM,03/31/2018 05:26:00 PM,03/01/2016,Adoption,Foster,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Seal Point,730,Cat
69,A678300,,05/07/2014 09:02:00 AM,05/07/2014 09:02:00 AM,12034 Research in Austin (TX),Stray,Nursing,Kitten,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,0,17702,A678300,,05/07/2014 12:43:00 PM,05/07/2014 12:43:00 PM,04/14/2014,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Orange Tabby/White,23,Cat
70,A701712,,05/03/2015 03:52:00 PM,05/03/2015 03:52:00 PM,Austin (TX),Stray,Normal,Kitten,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,0,21901,A701712,,05/03/2015 06:09:00 PM,05/03/2015 06:09:00 PM,04/18/2015,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby/White,15,Cat
71,A450274,Tess,07/07/2017 01:15:00 PM,07/07/2017 01:15:00 PM,11724 Dubfries Lane in Austin (TX),Stray,Normal,Dog,Spayed Female,11 years,Chihuahua Shorthair Mix,Brown,0,68895,A450274,Tess,07/07/2017 02:12:00 PM,07/07/2017 02:12:00 PM,05/20/2006,Return to Owner,,Dog,Spayed Female,11 years,Chihuahua Shorthair Mix,Brown,4066,Dog
72,A765493,*Milk Shake,01/21/2018 12:33:00 PM,01/21/2018 12:33:00 PM,12330 Soith Ih 35 Frontage Road in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,White/Brown,212,57008,A765493,*Milk Shake,08/21/2018 07:29:00 PM,08/21/2018 07:29:00 PM,01/21/2017,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull Mix,White/Brown,365,Dog
73,A761051,Bluebell,06/28/2018 02:23:00 PM,06/28/2018 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Soft Coated Wheaten Terrier Mix,Tan/White,5,5952,A761051,Bluebell,07/03/2018 04:45:00 PM,07/03/2018 04:45:00 PM,10/28/2016,Adoption,,Dog,Spayed Female,1 year,Soft Coated Wheaten Terrier Mix,Tan/White,608,Dog
74,A696008,Gunnar,01/27/2015 02:35:00 PM,01/27/2015 02:35:00 PM,120 Webberwood Way in Travis (TX),Stray,Normal,Puppy,Intact Male,2 months,Australian Cattle Dog/German Shepherd,Sable,4,41312,A696008,Gunnar,01/31/2015 06:50:00 PM,01/31/2015 06:50:00 PM,11/12/2014,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog/German Shepherd,Sable,76,Dog
75,A624026,Gretta,05/10/2015 11:43:00 AM,05/10/2015 11:43:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Vizsla/Catahoula,Red/Tan,18,63335,A624026,Gretta,05/28/2015 07:56:00 PM,05/28/2015 07:56:00 PM,12/09/2011,Adoption,,Dog,Spayed Female,3 years,Vizsla/Catahoula,Red/Tan,1248,Dog
76,A763750,*Louie,12/15/2017 01:35:00 PM,12/15/2017 01:35:00 PM,8610 Ranch Road 620 in Austin (TX),Stray,Normal,Other,Intact Male,1 year,Lionhead,Gray/Gray,24,35406,A763750,*Louie,01/08/2018 05:10:00 PM,01/08/2018 05:10:00 PM,12/15/2016,Adoption,,Other,Neutered Male,1 year,Lionhead,Gray/Gray,365,Other
77,A687105,Rico,01/05/2015 03:20:00 PM,01/05/2015 03:20:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Siamese Mix,Flame Point,0,36803,A687105,Rico,01/06/2015 12:19:00 PM,01/06/2015 12:19:00 PM,08/31/2012,Transfer,Partner,Cat,Neutered Male,2 years,Siamese Mix,Flame Point,857,Cat
78,A773687,*Joan Cusack,06/04/2018 12:48:00 PM,06/04/2018 12:48:00 PM,Riverside Drive And Pleasant Vally in Austin (TX),Stray,Normal,Kitten,Intact Female,1 month,Domestic Shorthair,Torbie,100,56779,A773687,*Joan Cusack,09/13/2018 12:09:00 PM,09/13/2018 12:09:00 PM,04/04/2018,Adoption,Foster,Cat,Spayed Female,5 months,Domestic Shorthair,Torbie,61,Cat
